date,trades_count,pnl_sum,pnl_mean,pnl_median,win_count,avg_size_usd,avg_fee,win_rate
2024-02-07,18,2421.253116,134.514062,10.35,13,1852.6372222222224,0.6365961111111111,0.7222222222222222
2024-02-08,63,782.3681909999999,12.418542714285714,0.0,17,6290.799523809524,2.3098486031746033,0.2698412698412698
2024-02-09,2,0.0,0.0,0.0,0,15000.21,5.250074,0.0
2024-02-10,4,0.0,0.0,0.0,0,24988.585,8.746004249999999,0.0
2024-02-11,2,0.0,0.0,0.0,0,20000.0,6.9999985,0.0
2024-02-12,270,18489.604313,68.48001597407408,0.0,110,2167.568740740741,0.5477326429259259,0.4074074074074074
2024-02-13,14,559.44389,39.960277857142856,30.05825,14,142.85642857142858,-0.0028565714285714284,1.0
2024-02-14,111,3830.599833,34.509908405405405,16.74,83,2890.4493693693694,0.20646372972972976,0.7477477477477478
2024-02-15,63,1840.797677,29.219010746031746,13.15072,57,2939.4926984126987,0.4874015396825397,0.9047619047619048
2024-02-16,182,5491.768834,30.174554032967034,11.42332,146,3103.826978021978,0.14958884615384616,0.8021978021978022
2024-02-17,94,1929.6418,20.52810425531915,4.1904,61,4320.405,0.6601601382978723,0.648936170212766
2024-02-18,97,477.6248299999999,4.923967319587628,6.59648,61,1619.0532989690723,-0.032380670103092785,0.6288659793814433
2024-02-19,101,4317.768563,42.750183792079206,10.73646,77,2835.417821782178,0.14705564356435644,0.7623762376237624
2024-02-20,39,3263.628824,83.68279035897436,13.6526,31,3062.0441025641026,0.07881217948717949,0.7948717948717948
2024-02-21,22,1858.7985700000002,84.49084409090909,25.544000000000004,15,4911.250909090909,0.13502859090909092,0.6818181818181818
2024-02-22,88,3894.1050699999996,44.25119397727272,0.0,40,4239.02125,0.28923386363636366,0.45454545454545453
2024-02-23,143,1418.55293,9.91995055944056,7.189966,137,776.966013986014,-0.014455027972027973,0.958041958041958
2024-02-25,5,-30.7705,-6.1541,0.0,0,896.0260000000001,-0.01792,0.0
2024-02-26,39,4416.8473,113.25249487179488,31.028709,34,4927.875384615385,-0.002505769230769226,0.8717948717948718
2024-02-27,63,888.511733,14.103360841269842,0.0,26,3323.2111111111108,-0.05970807936507937,0.4126984126984127
2024-02-28,45,2503.747235,55.63882744444444,18.122,39,3802.380666666667,-0.030603377777777777,0.8666666666666667
2024-02-29,116,9813.996992,84.60342234482759,29.654400000000003,100,3410.9200862068965,0.01171625,0.8620689655172413
2024-03-01,67,866.015507,12.925604582089552,0.0,28,5888.050149253731,1.4720121044776118,0.417910447761194
2024-03-02,56,223.30918699999998,3.9876640535714283,0.0,6,10782.5,1.9582562321428572,0.10714285714285714
2024-03-03,79,8361.086245,105.83653474683545,15.04116,54,4946.1478481012655,-0.031735481012658225,0.6835443037974683
2024-03-04,4,126.7884,31.6971,0.0,1,4221.8925,0.41530025,0.25
2024-03-05,36,5306.017045,147.3893623611111,0.0,17,7852.295833333333,2.7475189166666665,0.4722222222222222
2024-03-06,70,562.808208,8.040117257142859,4.63499,44,306.66942857142857,0.07682979999999999,0.6285714285714286
2024-03-07,18,1118.387284,62.132626888888886,0.0,4,9977.814444444444,3.479371222222222,0.2222222222222222
2024-03-08,37,464.1897,12.545667567567568,0.0,1,7852.239459459459,2.936570432432432,0.02702702702702703
2024-03-10,9,100.375782,11.152864666666666,0.0,3,14770.632222222222,5.169721222222223,0.3333333333333333
2024-03-11,6,0.0,0.0,0.0,0,21509.27666666667,6.734025333333334,0.0
2024-03-12,374,23576.539285,63.03887509358289,0.0,161,2900.177887700535,0.8838852719518716,0.4304812834224599
2024-03-13,7,0.0,0.0,0.0,0,857.2571428571428,0.30003971428571424,0.0
2024-03-14,18,3465.865832,192.5481017777778,50.144227,16,11440.732222222221,0.6509328888888889,0.8888888888888888
2024-03-15,62,6236.513651,100.58892985483871,24.1152,41,5675.71629032258,0.7981452096774193,0.6612903225806451
2024-03-16,8,228.57984,28.57248,0.0,1,4652.9575,1.316035,0.125
2024-03-17,23,503.293955,21.882345869565217,0.0,10,4326.389130434783,1.4679708260869564,0.43478260869565216
2024-03-18,19,1456.9577,76.68198421052631,0.0,6,4760.951578947369,1.3128042105263156,0.3157894736842105
2024-03-19,24,668.797973,27.86658220833333,0.0,5,9161.868333333334,1.0828463333333334,0.20833333333333334
2024-03-20,69,6423.134599,93.08890723188406,14.004,60,3126.171739130435,0.5779541739130435,0.8695652173913043
2024-03-21,28,2335.5080749999997,83.41100267857142,27.4342,23,4210.556071428572,0.5855267857142857,0.8214285714285714
2024-03-24,19,1297.018477,68.26413036842105,35.104212,15,4873.274210526315,0.4678335263157895,0.7894736842105263
2024-03-25,7,1302.916428,186.13091828571427,149.807117,6,8159.4742857142855,2.855816,0.8571428571428571
2024-03-26,118,3215.906593,27.253445703389833,18.078525,110,1682.7558474576272,0.238537313559322,0.9322033898305084
2024-03-27,38,150.41114,3.9581878947368416,0.0,12,2628.020789473684,0.8346829473684211,0.3157894736842105
2024-03-28,13,227.85100799999998,17.527000615384615,12.233936,9,2717.209230769231,0.6968637692307692,0.6923076923076923
2024-03-29,15,883.097404,58.873160266666666,0.0,6,5794.291333333333,2.028002,0.4
2024-03-30,45,1100.57514,24.45722533333333,10.11075,44,2246.753777777778,0.22087675555555555,0.9777777777777777
2024-03-31,13,912.786145,70.21431884615384,16.0695,10,3070.2276923076925,1.0745786153846155,0.7692307692307693
2024-04-01,5,-67.60364,-13.520728,-0.0786,0,19958.508,4.989626400000001,0.0
2024-04-02,35,47.62389499999999,1.360682714285714,-0.02695,9,5805.358,1.4436251428571427,0.2571428571428571
2024-04-03,300,27799.775742,92.66591914,30.85353,266,5259.989566666667,-0.0018648299999999998,0.8866666666666667
2024-04-04,32,0.0,0.0,0.0,0,2999.6165625,1.0498651562499999,0.0
2024-04-05,9,0.0,0.0,0.0,0,6555.416666666667,2.2943954444444445,0.0
2024-04-06,53,52.211438,0.9851214716981133,0.0,25,457.42283018867926,0.1402443962264151,0.4716981132075472
2024-04-07,25,0.0,0.0,0.0,0,17222.720400000002,4.5209858,0.0
2024-04-08,127,-122672.000883,-965.9212667952756,0.0,3,9509.795826771655,3.5110412204724413,0.023622047244094488
2024-04-09,34,1065.785132,31.346621529411763,0.0,5,3867.0873529411765,1.8697125588235293,0.14705882352941177
2024-04-10,1,0.0,0.0,0.0,0,0.34,0.0,0.0
2024-04-11,36,2799.410474,77.76140205555555,29.134382,23,12550.332499999999,4.392616111111112,0.6388888888888888
2024-04-12,319,292891.815021,918.1561599404388,0.0,148,2411.5600313479626,0.5410859487460815,0.46394984326018807
2024-04-13,89,6621.451755,74.3983343258427,15.90732,61,5465.294943820225,1.337069393258427,0.6853932584269663
2024-04-14,107,-36104.012520000004,-337.4206777570094,0.0,33,6160.394112149533,1.995115925233645,0.308411214953271
2024-04-15,41,3774.08872,92.05094439024391,14.65548,35,7100.272926829269,0.9914781463414633,0.8536585365853658
2024-04-16,47,2467.702221,52.504302574468085,17.7287,43,3870.3653191489366,0.3927167021276596,0.9148936170212766
2024-04-17,14,2441.4683999999997,174.39059999999998,48.21955,13,6968.785000000001,0.7586402142857143,0.9285714285714286
2024-04-19,35,1946.4454620000001,55.61272748571429,19.918472,27,9635.940571428573,3.372578857142857,0.7714285714285715
2024-04-20,22,0.0,0.0,0.0,0,2760.601818181818,5.5131385,0.0
2024-04-22,9,0.0,0.0,0.0,0,5332.623333333333,1.8664182222222223,0.0
2024-04-23,66,1119.536196,16.962669636363636,0.07805000000000001,35,3531.1348484848486,1.0804314545454545,0.5303030303030303
2024-04-24,20,279.185907,13.95929535,0.0,6,7063.762,2.4723157999999996,0.3
2024-04-25,74,0.0,0.0,0.0,0,1624.8785135135136,2.16431772972973,0.0
2024-04-26,3,0.0,0.0,0.0,0,1662.7633333333335,0.581966,0.0
2024-04-27,27,4281.488139,158.57363477777778,61.458,19,5713.498888888889,1.999724074074074,0.7037037037037037
2024-04-28,58,0.0,0.0,0.0,0,758.3724137931034,0.26543010344827583,0.0
2024-04-29,45,526.9338359999999,11.709640799999999,0.0,17,2415.5335555555553,0.8454362222222221,0.37777777777777777
2024-04-30,24,0.0,0.0,0.0,0,5209.114583333333,1.8231895833333331,0.0
2024-05-01,66,164.141565,2.486993409090909,0.0,13,25817.31303030303,6.4543278636363635,0.19696969696969696
2024-05-02,72,-33.45419400000003,-0.4646415833333337,0.0,14,10697.198055555556,2.299298125,0.19444444444444445
2024-05-03,180,19791.026041,109.95014467222222,34.3644515,163,4676.724,-0.024658105555555556,0.9055555555555556
2024-05-04,100,10706.484306,107.06484306,8.978760000000001,90,5037.918,1.03430138,0.9
2024-05-05,6,0.916,0.15266666666666667,0.0,1,4011.391666666667,1.4021296666666665,0.16666666666666666
2024-05-06,54,56.055506,1.038064925925926,0.0,16,469.4587037037037,0.13155666666666668,0.2962962962962963
2024-05-07,32,0.0,0.0,0.0,0,8509.0590625,2.97283490625,0.0
2024-05-08,80,-13013.665169,-162.6708146125,0.0,33,5256.1925,2.533989475,0.4125
2024-05-09,1,0.0,0.0,0.0,0,0.84,0.0,0.0
2024-05-10,37,5767.161892,155.86924032432432,39.480396,24,16367.722702702702,5.728696513513514,0.6486486486486487
2024-05-11,10,678.4759280000001,67.8475928,10.511846,5,20062.723,7.021952400000001,0.5
2024-05-12,456,71574.11848800001,156.96078615789474,0.0,193,2756.0324342105264,0.7736090421710526,0.4232456140350877
2024-05-13,28,2136.853859,76.31620925,0.0,10,6897.103571428571,2.4139856785714287,0.35714285714285715
2024-05-14,23,1150.5233050000002,50.02275239130436,0.0,4,6341.452173913043,2.219508043478261,0.17391304347826086
2024-05-15,36,948.970582,26.360293944444447,0.0,17,6525.626944444444,2.2839690833333335,0.4722222222222222
2024-05-16,27,214.5898,7.94777037037037,0.0,5,6022.998518518518,2.108048888888889,0.18518518518518517
2024-05-18,25,3522.3946610000003,140.89578644000002,6.828,16,5052.1256,1.7682436799999999,0.64
2024-05-19,8,0.0,0.0,0.0,0,3749.76125,1.3124158750000001,0.0
2024-05-20,10,-74.818442,-7.4818442,0.0,0,3812.475,1.3343662,0.0
2024-05-21,125,7289.397571999999,58.31518057599999,0.0,14,8807.588720000002,3.0826555520000003,0.112
2024-05-22,6,0.0,0.0,0.0,0,7499.215,2.6247248333333335,0.0
2024-05-23,325,413.347329,1.2718379353846154,0.0,145,1236.4633846153845,0.34901562769230765,0.4461538461538462
2024-05-24,2,821.949278,410.974639,410.974639,2,25405.949999999997,8.8920825,1.0
2024-05-25,16,14.126038999999999,0.8828774374999999,0.0,5,1874.4456249999998,0.6404304375000001,0.3125
2024-05-26,16,778.6839,48.66774375,0.0,4,3373.541875,1.1730119374999999,0.25
2024-05-27,251,1129.35587,4.499425776892431,0.0,90,602.0546613545816,0.18259946613545816,0.35856573705179284
2024-05-29,164,277.791953,1.6938533719512194,0.0,68,513.8339024390243,0.22485731097560974,0.4146341463414634
2024-05-30,7,20.951433,2.9930618571428576,1.617104,5,405.4414285714286,0.1419037142857143,0.7142857142857143
2024-05-31,13,25.35812,1.9506246153846154,0.0,4,279.70307692307694,0.09789584615384615,0.3076923076923077
2024-06-01,22,135.58166400000002,6.16280290909091,0.0,10,13569.154545454547,3.3922882727272725,0.45454545454545453
2024-06-02,1088,-215.615907,-0.19817638511029412,0.0,179,7396.280707720588,0.9086461369485294,0.1645220588235294
2024-06-03,82,6814.825139,83.10762364634145,27.00537,72,3990.4636585365856,-0.04091851219512195,0.8780487804878049
2024-06-04,16,236.33513399999998,14.770945874999999,0.0,4,4263.979375,1.4923923125,0.25
2024-06-05,9,968.59038,107.62115333333333,0.0,4,22890.714444444442,8.011749555555555,0.4444444444444444
2024-06-06,234,274.173187,1.1716802863247862,0.0,100,587.8536752136753,0.15845907692307692,0.42735042735042733
2024-06-07,24,108.87217799999999,4.53634075,0.0,7,103.75708333333334,14.34809,0.2916666666666667
2024-06-08,107,267.318048,2.4982995140186914,0.0,13,574.5642990654205,0.5852455981308411,0.12149532710280374
2024-06-09,42,-1104.856765,-26.306113452380952,-24.855381,0,929.6928571428571,0.3253922857142857,0.0
2024-06-10,22,130.487079,5.9312308636363635,0.0,5,13642.298181818182,4.774804227272727,0.22727272727272727
2024-06-11,15,2817.83723,187.85581533333334,0.0,7,8260.46,2.8911606666666665,0.4666666666666667
2024-06-12,403,-92624.643895,-229.83782604218362,0.0,94,8612.950918114144,1.7171061684119107,0.23325062034739455
2024-06-13,79,6632.757115,83.95895082278481,0.0,19,1678.1926582278481,0.4227816455696202,0.24050632911392406
2024-06-14,31,10258.592609,330.9223422258064,0.0,15,4511.892258064517,1.2565830967741936,0.4838709677419355
2024-06-15,78,3369.958346,43.20459417948718,0.0,38,9209.61858974359,3.223366012820513,0.48717948717948717
2024-06-16,11,0.0,0.0,0.0,0,2294.0981818181817,0.8029342727272727,0.0
2024-06-17,38,10599.502375,278.9342730263158,144.121501,25,9694.213684210526,3.3929743421052634,0.6578947368421053
2024-06-18,25,282.57636,11.3030544,0.0,4,10532.5916,2.68641032,0.16
2024-06-19,61,4887.656944,80.12552367213115,0.399945,31,6837.231475409836,2.276258081967213,0.5081967213114754
2024-06-20,39,57478.456026,1473.8065647692308,0.0,8,5333.097435897435,0.3453602564102564,0.20512820512820512
2024-06-21,80,773.5582039999999,9.66947755,0.0,3,2203.306125,0.7659637375,0.0375
2024-06-22,24,756.876565,31.536523541666668,0.0,8,7066.427916666667,1.6888909166666668,0.3333333333333333
2024-06-23,5,0.0,0.0,0.0,0,358.424,0.035842399999999996,0.0
2024-06-24,31,0.0,0.0,0.0,0,13000.090322580645,3.340354870967742,0.0
2024-06-25,49,4869.353105,99.3745531632653,0.0,11,2104.062857142857,0.7364214489795918,0.22448979591836735
2024-06-26,72,4197.732182,58.30183586111111,0.0,21,5072.092500000001,1.7715874999999999,0.2916666666666667
2024-06-27,30,0.0,0.0,0.0,0,4349.565,1.5185337333333335,0.0
2024-06-29,75,6150.326145,82.0043486,0.0,24,3734.6014666666665,6.137269746666667,0.32
2024-06-30,14,0.0,0.0,0.0,0,2180.049285714286,1.2184049285714287,0.0
2024-07-01,97,-835.681235,-8.615270463917525,0.0,9,10812.887216494846,2.7032212783505156,0.09278350515463918
2024-07-02,15,241.24212,16.082808,0.0,2,450.582,0.022646200000000002,0.13333333333333333
2024-07-04,23,0.0,0.0,0.0,0,2173.397391304348,0.7606889130434782,0.0
2024-07-05,18,883.537693,49.08542738888889,9.50184,9,6039.865555555556,2.1132811666666664,0.5
2024-07-06,440,8902.467416,20.23288049090909,0.0,176,2496.7926363636366,0.8476424181818182,0.4
2024-07-07,10,61.428942,6.1428942,4.9143155,10,49.875,0.004987500000000001,1.0
2024-07-08,33,188.789255,5.720886515151515,0.0,10,75.53848484848484,0.11370314545454546,0.30303030303030304
2024-07-10,21,0.0,0.0,0.0,0,10475.459523809524,3.6664102857142855,0.0
2024-07-11,113,4493.353136,39.764187044247784,3.894186,60,985.2681415929204,0.23166763168141594,0.5309734513274337
2024-07-12,304,85906.279067,282.5864442993421,0.0,131,1485.965197368421,0.3567501246710526,0.4309210526315789
2024-07-13,17,2913.617837,171.38928452941175,105.890838,17,8187.599411764706,2.865659411764706,1.0
2024-07-14,7,0.0,0.0,0.0,0,12000.16142857143,4.200055571428572,0.0
2024-07-15,26,-1.0,-0.038461538461538464,0.0,0,7628.6480769230775,2.653683423076923,0.0
2024-07-16,22,0.0,0.0,0.0,0,6545.480454545454,2.290917318181818,0.0
2024-07-17,351,1859.269477,5.297064037037037,0.0,145,1783.4915384615385,0.5886094387464388,0.4131054131054131
2024-07-18,60,3803.884311,63.398071849999994,19.3456475,48,10828.414166666666,3.7899444,0.8
2024-07-19,23,2155.891114,93.73439626086956,12.29371,12,6533.453043478262,2.2867081739130435,0.5217391304347826
2024-07-20,266,2299.169566,8.643494609022557,0.0,33,918.65492481203,0.30360307518797,0.12406015037593984
2024-07-21,448,-2960.716887,-6.608743051339286,0.0,21,523.0077232142856,0.14447174107142854,0.046875
2024-07-22,154,1517.119876,9.851427766233765,-1.8459855,22,1975.4142857142856,0.6328541298701299,0.14285714285714285
2024-07-23,370,89890.302206,242.9467627189189,38.355177,329,968.9906486486486,0.16011655675675676,0.8891891891891892
2024-07-24,90,625.561479,6.9506831,0.0,18,768.977,0.6118586555555555,0.2
2024-07-25,78,916.7382600000001,11.753054615384617,0.0,10,6776.350128205129,2.8741784102564103,0.1282051282051282
2024-07-26,152,2766.513113,18.200744164473683,0.0,61,3609.1292763157894,1.3589935197368421,0.40131578947368424
2024-07-27,57,6400.623656,112.2916430877193,41.72143,42,15880.697368421053,5.558243754385964,0.7368421052631579
2024-07-28,16,587.29903,36.706189375,36.338475,12,2703.4175,0.946195125,0.75
2024-07-29,39,330.80445399999996,8.482165487179486,0.0,16,8389.72153846154,2.9364021538461538,0.41025641025641024
2024-07-30,6,0.0,0.0,0.0,0,6001.078333333334,2.1003773333333333,0.0
2024-07-31,43,765.690884,17.806764744186047,0.0,14,1965.2683720930231,0.6878434186046513,0.32558139534883723
2024-08-01,128,-269.874439,-2.1083940546875,0.0,32,11894.159609375,2.9735395625,0.25
2024-08-02,10,770.756024,77.07560240000001,0.0,4,2605.112,0.3002887,0.4
2024-08-03,67,4271.886236,63.7594960597015,12.4432,59,2740.047462686567,-0.0548004328358209,0.8805970149253731
2024-08-04,30,1218.4267,40.614223333333335,0.0,1,7064.688,2.0596849333333336,0.03333333333333333
2024-08-05,13,1.56576,0.12044307692307693,0.0,1,5074.89,1.7751404615384616,0.07692307692307693
2024-08-06,29,129.13883900000002,4.453063413793104,0.0,8,3356.961379310345,1.1749357586206897,0.27586206896551724
2024-08-07,1,0.0,0.0,0.0,0,497.64,0.0156,0.0
2024-08-08,9,-40.712216999999995,-4.5235796666666666,0.0,0,1811.038888888889,0.7386661111111111,0.0
2024-08-09,1,0.0,0.0,0.0,0,0.11,0.0,0.0
2024-08-10,36,5396.546638,149.90407327777777,29.615628,33,12071.781388888889,4.225117222222222,0.9166666666666666
2024-08-11,39,-64.41354100000007,-1.6516292564102582,0.0,6,6941.036923076923,2.4071347948717947,0.15384615384615385
2024-08-12,420,15965.933436,38.014127228571425,0.0,152,2221.2850476190474,0.5575687701428572,0.3619047619047619
2024-08-13,23,212.08102,9.220913913043479,0.0,8,904.2552173913043,0.7796903043478259,0.34782608695652173
2024-08-14,25,2168.9015130000003,86.75606052,0.0,5,2668.4012,1.8597242399999998,0.2
2024-08-15,12,0.0,0.0,0.0,0,126.86416666666668,1.3752175,0.0
2024-08-16,35,825.230544,23.578015542857145,0.0,3,4753.795428571429,2.3196554857142857,0.08571428571428572
2024-08-17,30,-288.283113,-9.609437100000001,0.0,0,1008.2986666666667,0.5698846333333333,0.0
2024-08-18,15,307.201888,20.480125866666665,8.270808,12,4186.965333333334,1.4654371333333336,0.8
2024-08-19,8,339.69958299999996,42.462447874999995,14.0197665,5,12539.37875,4.38878225,0.625
2024-08-20,12,192.602844,16.050237,0.0,1,4159.566666666667,1.4558478333333333,0.08333333333333333
2024-08-21,145,656.200925,4.525523620689655,0.0,54,724.0717931034483,0.2534247103448276,0.3724137931034483
2024-08-23,10,1005.30527,100.53052699999999,0.0,3,6350.956,2.2228342,0.3
2024-08-24,7,0.0,0.0,0.0,0,4999.952857142857,1.7499831428571428,0.0
2024-08-25,17,0.0,0.0,0.0,0,1291.1929411764704,1.5472707647058823,0.0
2024-08-26,6,231.236918,38.539486333333336,0.0,2,15435.211666666668,5.383821999999999,0.3333333333333333
2024-08-27,50,0.0,0.0,0.0,0,1405.0032,1.04107104,0.0
2024-08-28,9,1333.359645,148.15107166666667,0.0,2,7906.674444444444,2.767336222222222,0.2222222222222222
2024-08-29,1,0.0,0.0,0.0,0,9995.85,3.498547,0.0
2024-08-30,6,256.464,42.744,0.0,1,6205.54,2.1718626666666663,0.16666666666666666
2024-08-31,34,10.882801,0.3200823823529412,0.0,12,3161.983235294118,1.1751563235294118,0.35294117647058826
2024-09-01,70,-826.349863,-11.804998042857143,0.0,18,12429.313857142857,2.9144704,0.2571428571428571
2024-09-03,117,9949.501624,85.03847541880343,25.01825,97,5625.459401709401,0.015827042735042738,0.8290598290598291
2024-09-04,3,0.0,0.0,0.0,0,19021.280000000002,6.657447,0.0
2024-09-05,28,1147.595856,40.985566285714285,0.0,11,7927.361428571428,2.7745761428571427,0.39285714285714285
2024-09-06,17,0.0,0.0,0.0,0,1318.2482352941176,0.4421044117647059,0.0
2024-09-07,15,648.984412,43.265627466666665,37.164306,15,182.42999999999998,0.026504533333333337,1.0
2024-09-08,144,18082.071276,125.56993941666666,0.0,43,3494.4781944444444,1.2864887547222221,0.2986111111111111
2024-09-09,2,0.0,0.0,0.0,0,2007.2150000000001,17.45395,0.0
2024-09-10,14,396.06272,28.290194285714286,0.0,3,15742.852142857142,5.509997642857143,0.21428571428571427
2024-09-11,86,102.90894,1.196615581395349,0.0,19,2248.655930232558,0.7695872441860464,0.22093023255813954
2024-09-12,539,6310.967676,11.708659881261596,0.0,172,1825.5096103896105,0.32425498410018555,0.31910946196660483
2024-09-14,11,0.0,0.0,0.0,0,92.25454545454546,2.7619390909090913,0.0
2024-09-18,145,-878.684794,-6.059895131034483,-5.504981,0,94.02413793103449,0.2188478827586207,0.0
2024-09-19,19,0.0,0.0,0.0,0,80.09842105263158,1.5056663157894736,0.0
2024-09-20,16,9585.03428,599.0646425,34.911835,8,20804.58625,6.8323144375,0.5
2024-09-21,23,36165.56933,1572.416057826087,1147.561968,23,7202.092173913044,2.5207322173913043,1.0
2024-09-22,3,0.0,0.0,0.0,0,6666.579999999999,2.3333023333333336,0.0
2024-09-23,2,334.760796,167.380398,167.380398,1,20167.145,7.058501000000001,0.5
2024-09-24,10,0.0,0.0,0.0,0,711.863,1.2966142,0.0
2024-09-25,9,0.0,0.0,0.0,0,5861.570000000001,1.9738529999999999,0.0
2024-09-26,8,439.812513,54.976564125,0.0,2,14213.991250000001,3.9185255,0.25
2024-09-27,56,0.0,0.0,0.0,0,2251.732857142857,0.669701982142857,0.0
2024-09-28,4,0.0,0.0,0.0,0,7299.8025,0.7007800000000001,0.0
2024-09-30,106,2710.626288,25.571946113207545,0.0,5,2025.1872641509435,0.6192224150943396,0.04716981132075472
2024-10-01,193,-1517.091342,-7.860576901554404,0.0,41,10660.515440414507,2.2489371243523317,0.21243523316062177
